Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
Q1 1984,388.5,421.4,87261.11,269.32,495.96,836.25,4169.12,0.0,0.12,1366.75,388109.91,1426.34,8914.63,0.0,0.0,307614.26,0.0,480.14,415.16
Q2 1984,373.05,431.92,89063.33,275.01,494.69,874.73,4178.15,0.0,0.14,1317.69,378159.59,1373.84,8527.4,0.0,0.0,301435.35,0.0,508.38,435.08
Q3 1984,343.75,436.4,84562.21,278.34,453.18,866.52,4140.01,0.0,0.14,1226.78,369385.03,1285.29,8029.92,0.0,0.0,280510.0,0.0,574.93,414.59
Q4 1984,308.3,402.45,77716.67,266.01,408.23,803.83,3825.85,0.0,0.14,1106.43,331867.44,1134.42,8219.4,0.0,0.0,255666.66,0.0,612.8,374.12
Q1 1985,329.25,425.73,82616.63,266.06,449.73,856.81,4001.58,892.23,0.15,1183.82,344772.51,1144.11,8514.84,0.0,0.0,280428.8,0.0,618.03,471.98
Q2 1985,317.75,404.96,78952.48,242.56,431.87,807.11,3874.71,898.55,0.17,1156.03,348424.18,1146.08,8513.76,0.0,0.0,277649.96,0.0,622.77,473.71
Q3 1985,325.75,375.93,70455.94,231.19,445.23,714.96,3826.23,963.1,0.18,1184.63,364130.58,1191.57,8369.17,0.0,0.0,290471.24,0.0,830.44,459.26
Q4 1985,326.8,347.51,65490.56,226.08,457.19,673.57,3920.61,1047.35,0.18,1193.58,366475.66,1196.7,8614.44,0.0,0.0,291095.45,0.0,843.91,479.59
Q1 1986,344.0,348.01,61718.4,231.81,480.07,669.92,4172.51,1099.04,0.22,1251.75,387262.36,1259.69,8947.71,0.0,0.0,303244.21,0.0,720.98,481.92
Q2 1986,346.75,336.16,56735.83,226.26,480.81,622.68,4276.39,1101.73,0.23,1292.35,393070.3,1274.38,9050.58,0.0,0.0,307330.52,0.0,864.1,515.83
Q3 1986,423.2,383.64,65330.28,292.47,587.93,696.89,5376.88,1572.9,0.29,1586.6,691787.22,1554.06,10851.81,0.0,0.0,369087.52,0.0,941.49,673.63
Q4 1986,388.75,337.8,61832.14,262.23,540.01,630.19,5060.97,1430.87,0.28,1465.78,632246.06,1434.4,9953.79,0.0,0.0,333768.27,0.0,851.15,587.39
Q1 1987,421.0,346.74,61445.03,262.31,549.92,635.43,5419.54,1566.12,0.33,1576.0,697006.98,1543.47,10820.1,0.0,0.0,356768.09,0.0,848.16,595.83
Q2 1987,447.3,373.31,65632.63,277.22,594.78,677.81,5727.76,1678.25,0.38,1678.03,737569.35,1643.46,11504.77,0.0,0.0,358907.21,0.0,915.47,620.29
Q3 1987,459.5,384.69,66604.86,282.68,595.11,698.23,5954.31,1721.76,0.42,1709.28,756913.81,1673.94,11669.84,0.0,0.0,366900.36,0.0,945.34,639.04
Q4 1987,484.1,351.76,58714.4,257.71,629.51,616.76,6116.85,1758.86,0.47,1820.34,776608.67,1781.52,11789.23,0.0,0.0,379396.72,0.0,934.28,669.55
Q1 1988,456.95,347.7,56689.0,242.03,563.02,623.16,6171.05,1684.92,0.54,1709.38,755387.84,1673.69,11616.1,0.0,0.0,338778.75,0.0,965.9,614.69
Q2 1988,436.55,364.4,58268.21,255.59,529.27,658.07,6143.33,1641.35,0.61,1634.58,741140.89,1600.59,11116.96,0.0,0.0,319114.23,0.0,1012.54,552.27
Q3 1988,396.7,341.8,53617.92,234.59,487.18,633.83,5773.74,1479.38,0.64,1496.87,673950.06,1465.91,10202.79,0.0,0.0,286281.79,0.0,996.84,508.13
Q4 1988,410.25,332.66,51252.96,226.78,488.49,616.17,6123.14,1516.86,0.75,1537.14,704545.54,1505.61,10261.93,0.0,966.34,277911.2,0.0,976.07,479.76
Q1 1989,383.2,329.38,50605.27,227.01,456.47,635.11,5942.82,1452.5,0.78,1433.2,687149.39,1403.36,9713.49,0.0,946.22,257101.96,0.0,978.59,466.54
Q2 1989,373.0,330.9,53698.52,240.8,446.68,626.08,6142.86,1403.12,0.8,1397.8,664356.66,1369.02,9644.06,0.0,968.74,247982.41,0.0,1036.77,495.04
Q3 1989,366.5,312.36,51173.85,226.94,432.31,594.57,6115.9,1326.57,0.79,1382.66,647270.86,1353.89,9463.19,0.0,943.14,244908.26,0.0,988.64,473.1
Q4 1989,398.6,310.67,57287.2,247.19,461.63,614.89,6624.8,1873.48,0.92,1490.32,715762.45,1459.37,10036.07,1800931.67,1018.44,269064.42,0.0,1015.66,504.58
Q1 1990,368.5,283.87,57987.09,223.67,431.02,550.79,6334.4,1717.13,0.88,1376.82,652783.67,1348.13,9506.08,1622520.2,947.25,257424.64,0.0,976.89,488.39
Q2 1990,352.2,265.93,53602.28,201.89,410.65,498.67,6140.54,1652.16,0.92,1317.04,643678.58,1289.74,9085.13,1571727.93,946.87,251163.5,0.0,935.97,444.46
Q3 1990,408.4,291.86,56458.81,217.99,471.4,530.26,7333.11,1937.87,1.12,1531.69,750542.46,1499.54,10321.71,1841723.47,1111.74,291580.3,0.0,1045.63,493.74
Q4 1990,386.2,265.67,53028.15,200.1,453.8,498.37,6948.86,2039.2,1.12,1454.87,743695.75,1424.98,9633.19,2543477.37,1116.78,279605.73,0.0,1000.25,506.48
Q1 1991,355.65,279.75,50208.24,204.51,411.28,517.42,6942.23,1914.91,1.32,1328.83,703234.38,1301.36,9121.33,2652360.88,1191.99,258393.48,0.0,971.85,457.7
Q2 1991,368.35,308.46,50793.19,227.52,420.91,573.91,7785.63,1993.46,1.6,1389.15,720143.95,1360.32,9469.26,3050151.15,1185.25,269465.57,0.0,1063.87,480.45
Q3 1991,354.9,273.61,47120.95,202.45,401.16,514.23,9120.51,1889.56,1.65,1335.99,698068.28,1303.39,9039.53,3739925.1,1174.23,262333.61,0.0,993.34,442.97
Q4 1991,353.15,250.28,44151.42,188.75,408.46,478.82,9080.55,1900.64,1.8,1320.95,706524.61,1293.7,8922.83,4586186.24,1171.07,268147.82,0.0,968.54,465.12
Q1 1992,341.7,261.69,45481.28,196.89,406.77,512.89,9913.34,1876.53,2.14,1281.06,691011.21,1254.57,8732.01,3793965.16,1146.58,264928.44,0.0,985.27,444.97
Q2 1992,343.4,243.14,43240.65,180.36,410.76,472.08,9838.49,1837.3,2.37,1286.49,699544.42,1259.8,8678.79,3855172.05,1138.72,271351.97,0.0,951.84,459.28
Q3 1992,349.0,241.25,41874.13,195.9,435.49,430.99,9903.84,1847.32,2.53,1315.09,715105.26,1287.81,8735.28,3685588.86,1153.38,275448.45,0.0,973.97,487.31
Q4 1992,332.9,266.67,41576.23,219.88,425.33,487.81,9639.3,1931.47,2.86,1249.82,685837.32,1223.97,8436.23,3611720.35,1108.46,262056.73,0.0,1017.78,484.73
Q1 1993,337.8,274.97,38817.25,224.38,424.52,504.85,10539.89,1910.62,3.19,1265.76,695490.7,1239.8,8555.5,3509393.16,1130.19,265808.4,227.22,1073.02,477.7
Q2 1993,378.45,321.12,40416.99,253.4,485.51,571.41,11869.92,2156.97,4.14,1435.8,802263.29,1405.98,9578.44,3986029.79,1270.28,307523.86,397.76,1273.71,573.57
Q3 1993,355.5,298.71,37736.97,237.71,474.83,508.11,11158.97,2082.96,4.37,1342.53,759562.57,1314.32,9054.49,3868901.21,1192.96,289914.99,365.27,1230.09,555.46
Q4 1993,391.75,348.19,43592.9,264.79,517.14,580.05,12252.64,2265.51,5.83,1464.95,824654.2,1432.03,9977.89,4226900.8,1316.74,315272.59,486.09,1327.17,575.48
Q1 1994,389.2,331.04,39991.64,262.17,538.1,548.34,12209.6,3389.28,10.1,1459.66,838754.33,1429.43,9819.84,4253041.37,1316.31,314153.43,683.92,1354.74,555.24
Q2 1994,388.25,317.59,38004.19,251.55,532.26,515.47,12085.7,3333.18,12.04,1444.9,836010.03,1419.96,9646.97,4237276.26,1301.8,310155.73,767.98,1407.16,527.28
Q3 1994,394.85,314.77,39077.33,250.38,529.62,508.48,12383.17,3367.98,13.51,1481.04,859191.43,1450.04,9861.13,4292387.84,1333.87,315358.63,1055.99,1408.2,533.57
Q4 1994,383.25,308.79,38236.85,244.97,537.58,501.56,12022.09,3237.01,14.83,1437.69,842383.5,1407.6,9621.49,4243700.49,1306.42,302192.63,1374.9,1358.35,494.07
Q1 1995,392.0,291.35,33868.79,240.67,549.9,441.39,12314.67,3303.15,16.54,1470.24,877296.0,1439.78,9662.8,4395106.18,1337.7,302663.14,1866.35,1401.99,534.42
Q2 1995,387.05,287.07,32860.52,243.29,531.77,445.92,12153.36,3212.94,17.12,1451.67,861959.92,1421.56,9554.32,4270713.82,1319.18,293480.51,1766.52,1407.43,545.99
Q3 1995,384.0,288.98,37881.59,242.62,517.25,441.22,13027.2,3194.3,18.9,1440.23,870144.0,1410.35,9630.71,4232637.23,1306.18,294988.78,1671.49,1402.1,508.74
Q4 1995,387.0,290.67,39920.98,249.27,527.83,445.32,13608.85,3218.83,23.57,1451.44,884875.5,1421.41,9748.53,4261810.79,1317.15,300215.25,1788.83,1410.81,520.23
Q1 1996,396.35,304.48,42330.2,259.65,540.01,471.83,13515.52,3303.1,28.1,1486.51,926467.78,1455.67,9999.91,4365015.66,1347.79,310044.67,1928.04,1576.78,506.65
Q2 1996,382.0,298.59,41899.67,245.86,521.7,478.15,13457.86,3179.04,31.39,1432.69,889105.0,1403.09,9702.8,4207350.33,1297.08,309878.38,1954.06,1654.25,485.33
Q3 1996,379.0,296.14,42211.13,242.42,516.31,475.11,13511.34,3146.34,34.81,1421.44,879848.5,1392.07,9633.23,4180559.69,1288.41,313054.0,2049.06,1719.33,478.96
Q4 1996,369.25,290.49,42858.84,215.77,506.13,495.83,13228.38,3064.18,40.28,1384.98,872353.13,1356.0,9467.57,4068831.26,1252.83,312200.88,2063.74,1727.17,464.87
Q1 1997,348.15,297.45,43104.44,212.03,480.97,501.54,12489.88,2888.08,44.45,1305.77,835907.92,1278.68,9043.19,4172631.5,1182.39,311768.24,1994.55,1539.0,444.13
Q2 1997,334.55,296.89,38282.53,201.02,461.54,487.74,11976.88,2773.65,49.67,1254.76,813457.85,1228.8,8666.51,3903361.2,1137.07,297080.23,1931.52,1517.35,446.54
Q3 1997,332.1,298.75,40094.41,205.58,459.23,482.31,12012.05,2751.41,57.87,1245.54,1085966.52,1219.74,12055.22,3891712.27,1127.48,303688.7,1945.61,1548.42,458.57
Q4 1997,290.2,266.06,37733.25,176.38,415.31,423.29,11378.73,2402.74,60.11,1088.39,1594648.73,1065.82,13973.13,3567035.91,987.4,491888.92,1740.47,1412.26,445.37
Q1 1998,301.0,284.19,40139.85,179.75,428.08,458.87,11884.23,2492.07,73.16,1128.81,2603650.0,1105.57,11814.25,3906565.97,1025.3,416885.0,1835.5,1516.74,453.86
Q2 1998,296.3,272.95,41121.96,177.58,435.74,449.43,12555.7,2453.27,78.93,1111.39,4385237.11,1088.31,12533.48,3847599.48,1010.77,406819.63,1845.8,1745.21,478.44
Q3 1998,293.85,251.03,39998.84,172.91,448.47,406.78,12460.05,2432.49,81.58,1102.23,3144193.43,1079.28,11615.88,4085687.04,1002.03,408671.68,4708.94,1727.84,496.12
Q4 1998,287.8,245.08,32463.81,172.98,442.06,395.29,12230.42,2382.67,90.77,1079.54,2288008.45,1057.06,10457.2,3998402.69,981.4,346079.27,6202.08,1693.07,469.19
Q1 1999,279.45,258.85,33095.26,173.11,422.75,413.61,11857.06,2313.85,104.25,1048.02,2424228.33,1026.39,10497.53,3884913.22,953.76,342885.09,6987.64,1728.4,442.52
Q2 1999,261.0,253.08,31591.44,165.58,386.31,405.75,11317.3,2160.74,110.15,978.91,1796985.0,958.63,9624.38,3636382.5,890.77,302107.5,6330.55,1575.0,394.32
Q3 1999,299.0,280.75,31834.53,181.56,439.38,448.68,13034.9,2475.06,137.96,1121.34,2498145.0,1098.23,12236.57,4184206.0,1020.4,363733.5,7545.26,1794.0,458.17
Q4 1999,290.25,289.56,29708.54,180.09,421.24,464.6,12630.95,2403.12,157.43,1088.52,2046262.5,1066.06,10906.14,4071772.13,992.89,328795.14,7996.38,1787.21,443.54
Q1 2000,276.75,289.22,28384.86,173.48,401.79,460.15,12067.68,2291.13,162.99,1037.95,2094997.5,1016.5,10463.92,3891381.75,949.61,305877.94,7931.65,1811.33,455.93
Q2 2000,288.15,300.59,30487.7,190.34,426.95,468.56,12872.37,2385.36,178.51,1080.71,2522032.02,1058.35,11302.68,4058015.07,1000.51,321294.32,8088.37,1953.66,479.93
Q3 2000,273.65,310.08,29570.61,185.09,411.73,472.98,12597.47,2265.77,182.12,1026.38,2401277.89,1005.09,11546.66,3889659.71,975.01,305160.66,7602.54,1976.03,505.26
Q4 2000,274.45,292.31,31342.18,183.73,412.22,444.75,12811.32,2271.73,183.96,1029.32,2655303.28,1008.05,11905.64,3983366.59,1067.61,347179.19,7864.09,2077.59,493.88
Q1 2001,257.7,291.52,32294.96,181.27,405.77,444.79,12015.26,2133.16,271.23,966.43,2684589.24,946.53,11595.21,3747988.09,993.43,342998.64,7418.41,2064.2,527.75
Q2 2001,270.6,319.63,33749.21,192.41,410.66,486.4,12729.02,2239.67,339.6,1014.86,3082132.33,993.91,12252.76,4017190.13,1054.8,351915.11,7887.17,2181.41,532.57
Q3 2001,293.1,321.84,34916.98,199.43,463.01,473.8,14024.83,2425.93,448.59,1099.42,2845266.83,1076.53,13037.08,4397377.1,1249.28,383814.26,8637.36,2640.18,593.92
Q4 2001,276.5,310.53,36238.09,189.98,441.38,459.07,13332.83,2288.48,402.31,1036.99,2875600.0,1015.56,12229.59,4170449.5,1264.99,363182.75,8431.87,3316.62,540.14
Q1 2002,301.4,345.48,39946.03,211.66,480.85,506.89,14702.29,2494.81,403.27,1130.34,2961254.04,1107.04,13116.92,4578264.52,1396.23,399942.59,9393.13,3425.41,564.74
Q2 2002,318.5,322.5,38175.41,208.96,484.41,474.02,15561.91,2636.26,504.98,1194.5,2775090.5,1169.85,13227.3,4864291.25,1479.02,383155.5,10039.12,3283.73,567.33
Q3 2002,323.7,327.53,39407.23,205.84,513.45,476.87,15650.89,2679.36,537.83,1214.0,2911357.36,1188.95,14003.26,4966852.05,1503.65,397422.62,10267.76,3411.8,595.69
Q4 2002,347.2,330.86,41202.22,215.67,548.51,480.07,16648.24,2873.77,576.35,1302.1,3107439.56,1275.23,14964.31,5347226.45,1607.54,411796.43,11093.04,2979.15,616.59
Q1 2003,334.85,306.86,39706.49,211.84,492.55,452.53,15891.97,2771.69,574.43,1255.72,2980665.97,1229.9,14360.03,5174602.21,1929.57,420052.38,10507.17,2635.6,554.11
Q2 2003,346.0,301.3,41545.95,209.68,470.13,468.67,16078.62,2864.01,490.54,1297.57,2854500.0,1270.86,14545.84,5361962.0,2095.27,413297.0,10501.1,2598.46,515.92
Q3 2003,388.0,333.18,43345.42,233.54,523.59,512.39,17754.88,3211.48,540.29,1455.1,3257260.0,1425.05,15492.84,6034952.0,2382.32,446258.16,11867.75,2702.42,573.24
Q4 2003,416.25,330.0,44609.51,232.52,537.9,514.8,18991.41,3445.18,584.83,1561.06,3505865.63,1528.89,16492.86,6510982.5,2566.18,495961.88,12172.19,2778.47,552.46
Q1 2004,423.7,344.78,44079.62,230.54,556.85,536.76,18397.05,3506.96,556.74,1588.83,3628354.53,1556.27,16647.17,6660986.93,2622.68,485750.79,12083.5,2670.37,554.98
Q2 2004,395.8,325.32,43187.69,218.25,530.67,495.7,18196.89,3275.84,587.37,1484.37,3721507.66,1453.81,16182.27,6222566.63,2449.98,457346.67,11507.48,2458.81,568.19
Q3 2004,415.65,334.66,45810.85,229.7,526.03,519.02,19119.9,3440.13,625.76,1558.77,3807353.11,1526.68,17218.29,6548564.21,2591.58,478620.86,12146.58,2691.33,573.82
Q4 2004,435.6,320.47,44635.91,226.89,521.91,495.32,18935.52,3605.24,587.41,1633.8,4043455.64,1599.87,16923.05,6870716.49,2644.09,450932.95,12074.82,2454.06,555.68
Q1 2005,427.5,328.93,45725.4,226.24,517.21,509.54,18666.78,3538.16,577.34,1603.25,4048425.0,1570.16,16721.66,6762622.5,2479.5,434126.25,11911.04,2660.65,552.65
Q2 2005,437.1,361.05,48435.03,243.86,535.36,559.97,19005.1,3617.61,583.75,1639.21,4266094.57,1605.42,18060.96,6928469.78,2531.9,451742.7,12514.16,2917.05,573.43
Q3 2005,473.25,392.53,53638.15,267.51,549.25,610.14,20806.43,3829.54,636.88,1775.66,4869742.5,1737.77,19434.01,7521125.63,2725.92,492889.88,13467.51,3008.78,619.72
Q4 2005,513.0,434.91,60549.39,298.82,599.26,676.11,23090.13,4140.01,693.32,1923.93,5047920.0,1884.25,21033.0,8163882.0,2943.98,518565.98,14744.34,3253.7,699.34
Q1 2006,582.0,480.93,68670.17,335.53,678.96,760.59,25936.82,4666.01,783.08,2182.7,5288634.0,2137.54,22636.88,9268350.0,3345.04,565500.24,16128.72,3587.74,816.21
Q2 2006,613.5,479.8,70132.24,331.7,682.27,751.54,28245.54,4904.5,974.54,2300.63,5682850.5,2253.32,23408.09,9813546.0,3530.69,582027.42,16474.92,4375.33,825.76
Q3 2006,599.25,473.06,70750.44,320.81,668.55,751.43,27520.55,4736.53,906.37,2247.4,5528081.25,2200.96,22522.81,9620659.13,3439.49,567190.13,16060.85,4655.06,803.02
Q4 2006,632.0,479.28,75305.96,322.92,735.46,771.48,27972.32,4932.82,895.23,2370.16,5683892.0,2321.18,22846.8,10147392.0,3609.51,587760.0,16637.71,4456.07,801.83
Q1 2007,661.75,497.13,78136.13,337.4,763.43,807.86,28762.96,5115.46,918.18,2481.73,6038468.75,2429.91,23167.86,10601235.0,3769.49,622441.95,17227.4,4799.34,819.15
Q2 2007,650.5,481.66,80333.49,324.22,691.97,797.25,26493.23,4952.39,849.59,2439.83,5877267.5,2389.19,22458.51,10495817.5,3702.97,600996.89,16763.58,4587.33,766.74
Q3 2007,743.0,522.45,85456.14,364.69,738.32,867.97,29606.68,5577.03,900.0,2779.93,6794735.0,2727.74,25466.32,11951898.0,4151.51,679956.38,18492.82,5124.28,839.6
Q4 2007,833.75,570.26,93142.38,418.84,822.87,943.93,32862.25,6089.79,977.36,3127.02,7830996.88,3062.03,28084.87,13353756.88,4599.17,780431.53,20459.14,5698.14,949.55
Q1 2008,933.5,589.13,92915.91,469.69,957.82,923.28,37452.02,6545.7,1247.16,3501.84,8592867.5,3428.37,29391.23,15038685.0,5085.94,924491.59,21888.42,7586.09,1022.62
Q2 2008,930.25,590.43,98611.14,467.43,943.78,947.55,40024.0,6376.21,1137.42,3488.2,8576905.0,3416.85,31102.91,15667270.5,4956.14,973087.83,21809.38,7282.14,969.36
Q3 2008,884.5,629.69,93902.94,496.23,940.4,991.74,41540.54,6057.5,1124.2,3326.6,8340835.0,3248.99,29931.48,14682700.0,4831.58,1067547.23,22716.13,7324.23,1121.32
Q4 2008,869.75,625.7,78842.83,604.94,1073.71,925.72,42374.21,5934.3,1342.46,3264.26,9480275.0,3194.64,30249.9,15205839.25,4793.41,1095493.44,26557.81,8040.84,1247.49
Q1 2009,916.5,690.29,90522.69,639.41,1153.09,1042.11,46498.61,6262.99,1533.35,3437.24,10590157.5,3366.35,32503.67,16310950.5,5163.56,1267748.63,31080.8,8715.91,1319.08
Q2 2009,934.5,666.24,90165.22,567.45,1085.28,1016.31,44767.22,6383.29,1435.58,3504.56,9538908.75,3432.32,31838.41,16608868.5,5227.59,1190506.23,29130.46,7216.68,1155.92
Q3 2009,995.75,681.23,89154.46,622.6,1068.74,1033.24,47900.55,6797.29,1480.03,3734.26,9623923.75,3657.34,33268.0,17764677.88,5478.62,1173242.44,29922.28,7545.3,1128.26
Q4 2009,1087.5,757.97,101240.8,673.44,1140.08,1124.2,50606.8,7424.36,1630.11,4078.94,10217062.5,3994.55,36257.25,20090475.0,5964.67,1266366.4,32965.92,8008.08,1209.21
Q1 2010,1115.5,824.4,104232.31,735.38,1131.73,1174.12,50080.36,7614.29,1698.01,4183.29,10150492.25,4097.23,36069.68,21294895.0,6141.94,1262132.42,32819.4,8192.18,1215.34
Q2 2010,1244.0,1015.59,110081.55,831.5,1321.94,1341.47,57777.57,8436.06,1969.56,4665.56,11276860.0,4569.09,40293.16,23735520.0,7085.82,1520124.27,38855.09,9536.25,1472.8
Q3 2010,1307.0,957.37,109186.77,829.42,1340.79,1276.87,58730.04,8745.4,1890.51,4901.58,11664975.0,4800.55,39667.44,25453825.0,7440.75,1490306.75,39953.66,9115.41,1349.86
Q4 2010,1405.5,1047.67,113993.07,897.71,1396.58,1310.07,62846.93,9261.82,2163.06,5270.98,12663555.0,5162.54,42368.78,27403736.25,8158.93,1595101.81,42905.69,9298.44,1371.15
Q1 2011,1439.0,1014.02,119264.31,897.72,1399.79,1316.47,64172.18,9423.29,2221.6,5396.47,12530092.5,5285.02,43522.55,30067905.0,8575.72,1578510.98,40896.38,9726.85,1391.48
Q2 2011,1505.5,1038.38,121584.17,937.74,1452.96,1267.63,67299.61,9731.55,2444.93,5645.7,12910415.25,5529.7,46256.47,30990717.5,8985.58,1607346.93,42026.78,10205.78,1406.22
Q3 2011,1620.0,1207.42,124869.58,1039.93,1688.12,1471.45,79339.49,10345.16,3012.31,6075.65,14239800.0,5950.26,50357.69,33743790.0,9663.7,1908440.68,52225.55,13023.34,1666.84
Q4 2011,1531.0,1179.37,117795.12,985.14,1558.94,1431.64,81303.75,9636.11,2891.45,5741.56,13882342.5,5623.44,48303.03,32202288.5,9233.08,1763712.0,49180.29,12360.37,1493.37
Q1 2012,1662.5,1248.4,136815.43,1040.53,1661.59,1502.65,84696.05,10470.42,2964.07,6235.12,15201900.0,6106.36,51288.11,34663125.0,10041.5,1883695.3,48953.14,12758.94,1604.81
Q2 2012,1598.5,1259.6,127544.3,1019.16,1629.59,1512.98,89252.23,10157.03,2891.21,5995.09,15013911.25,5871.29,50768.35,33416642.5,9684.51,1830841.74,51850.22,13073.33,1559.44
Q3 2012,1776.0,1380.49,138172.78,1099.83,1747.5,1669.08,93675.11,11161.98,3188.99,6660.18,16996320.0,6523.25,54665.28,37091760.0,10827.83,1973890.45,55413.42,14654.04,1707.86
Q4 2012,1657.5,1257.21,143315.73,1019.69,1650.37,1517.19,90814.41,10326.72,2958.14,6216.37,15974156.25,6088.08,50702.92,34542300.0,10548.91,1774477.98,50633.29,14062.89,1596.51
Q1 2013,1598.25,1244.65,150267.45,1052.55,1623.74,1513.46,86864.87,9932.0,2892.03,5993.68,15530994.38,5870.37,46804.73,33471350.63,10872.97,1778212.72,49680.64,14663.06,1533.02
Q2 2013,1192.0,917.03,118407.31,785.92,1257.5,1127.81,70834.59,7316.02,2299.9,4470.24,11830600.0,4378.22,36969.88,25276360.0,8367.06,1361323.37,39130.96,11833.22,1302.23
Q3 2013,1326.5,979.94,130162.81,819.13,1363.51,1199.49,83045.53,8120.83,2683.31,4974.71,15360870.0,4872.17,41492.92,28005731.25,9141.64,1425556.13,42963.33,13349.56,1418.64
Q4 2013,1204.5,874.12,126598.97,727.25,1279.78,1071.22,74504.34,7291.92,2587.87,4517.42,14658765.0,4424.13,39579.85,25408927.5,8369.53,1271168.9,39579.85,12615.63,1346.34
Q1 2014,1291.75,937.24,133030.85,774.83,1425.77,1141.07,77146.52,8032.1,2763.31,4844.51,14674280.0,4744.6,41904.35,27252695.63,9000.2,1375003.22,45390.02,13586.5,1393.7
Q2 2014,1315.0,960.45,133216.07,769.07,1400.67,1166.14,79090.66,8159.57,2788.19,4931.91,15589325.0,4829.73,42678.31,28048950.0,9402.31,1330516.74,44778.9,13989.96,1393.23
